!nMonth QDemand_kWh
1	9370.791736
2	7199.918705
3	5955.035370
4	4188.445076
5	2034.435431
6	357.910733
7	0.000000
8	35.089985
9	1737.815824
10	4610.346903
11	6903.292426
12	8433.045719
13	5082.612791
