,heures,total,Refrigeration,Lighting,HVAC,Other
610,11.0,952.6586172731982,101.68310876344313,570.7762557077625,166.04400166044002,114.15525114155251
611,12.0,952.6586172731982,101.68310876344313,570.7762557077625,166.04400166044002,114.15525114155251
612,13.0,952.6586172731982,101.68310876344313,570.7762557077625,166.04400166044002,114.15525114155251
613,14.0,952.6586172731982,101.68310876344313,570.7762557077625,166.04400166044002,114.15525114155251
614,15.0,952.6586172731982,101.68310876344313,570.7762557077625,166.04400166044002,114.15525114155251
615,16.0,952.6586172731982,101.68310876344313,570.7762557077625,166.04400166044002,114.15525114155251
616,17.0,952.6586172731982,101.68310876344313,570.7762557077625,166.04400166044002,114.15525114155251
617,18.0,952.6586172731982,101.68310876344313,570.7762557077625,166.04400166044002,114.15525114155251
618,19.0,952.6586172731982,101.68310876344313,570.7762557077625,166.04400166044002,114.15525114155251
619,20.0,952.6586172731982,101.68310876344313,570.7762557077625,166.04400166044002,114.15525114155251
620,21.0,143.6129876334195,81.3464870107545,0.0,62.266500622665,0.0
621,22.0,143.6129876334195,81.3464870107545,0.0,62.266500622665,0.0
622,23.0,143.6129876334195,81.3464870107545,0.0,62.266500622665,0.0
623,24.0,143.6129876334195,81.3464870107545,0.0,62.266500622665,0.0
624,1.0,143.7822701574964,81.5157695348314,0.0,62.266500622665,0.0
625,2.0,143.7822701574964,81.5157695348314,0.0,62.266500622665,0.0
626,3.0,143.7822701574964,81.5157695348314,0.0,62.266500622665,0.0
627,4.0,143.7822701574964,81.5157695348314,0.0,62.266500622665,0.0
628,5.0,143.7822701574964,81.5157695348314,0.0,62.266500622665,0.0
629,6.0,143.7822701574964,81.5157695348314,0.0,62.266500622665,0.0
630,7.0,143.7822701574964,81.5157695348314,0.0,62.266500622665,0.0
631,8.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
632,9.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
633,10.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
634,11.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
635,12.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
636,13.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
637,14.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
638,15.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
639,16.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
640,17.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
641,18.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
642,19.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
643,20.0,952.8702204282943,101.89471191853926,570.7762557077625,166.04400166044002,114.15525114155251
644,21.0,143.7822701574964,81.5157695348314,0.0,62.266500622665,0.0
645,22.0,143.7822701574964,81.5157695348314,0.0,62.266500622665,0.0
646,23.0,143.7822701574964,81.5157695348314,0.0,62.266500622665,0.0
647,24.0,143.7822701574964,81.5157695348314,0.0,62.266500622665,0.0
648,1.0,143.95746594610384,81.69096532343883,0.0,62.266500622665,0.0
649,2.0,143.95746594610384,81.69096532343883,0.0,62.266500622665,0.0
650,3.0,143.95746594610384,81.69096532343883,0.0,62.266500622665,0.0
651,4.0,143.95746594610384,81.69096532343883,0.0,62.266500622665,0.0
652,5.0,143.95746594610384,81.69096532343883,0.0,62.266500622665,0.0
653,6.0,143.95746594610384,81.69096532343883,0.0,62.266500622665,0.0
654,7.0,143.95746594610384,81.69096532343883,0.0,62.266500622665,0.0
655,8.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
656,9.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
657,10.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
658,11.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
659,12.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
660,13.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
661,14.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
662,15.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
663,16.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
664,17.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
665,18.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
666,19.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
667,20.0,953.0892151640536,102.11370665429854,570.7762557077625,166.04400166044002,114.15525114155251
668,21.0,143.95746594610384,81.69096532343883,0.0,62.266500622665,0.0
669,22.0,143.95746594610384,81.69096532343883,0.0,62.266500622665,0.0
670,23.0,143.95746594610384,81.69096532343883,0.0,62.266500622665,0.0
671,24.0,143.95746594610384,81.69096532343883,0.0,62.266500622665,0.0
672,1.0,144.1385230849486,81.87202246228358,0.0,62.266500622665,0.0
673,2.0,144.1385230849486,81.87202246228358,0.0,62.266500622665,0.0
674,3.0,144.1385230849486,81.87202246228358,0.0,62.266500622665,0.0
675,4.0,144.1385230849486,81.87202246228358,0.0,62.266500622665,0.0
676,5.0,144.1385230849486,81.87202246228358,0.0,62.266500622665,0.0
677,6.0,144.1385230849486,81.87202246228358,0.0,62.266500622665,0.0
678,7.0,144.1385230849486,81.87202246228358,0.0,62.266500622665,0.0
679,8.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
680,9.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
681,10.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
682,11.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
683,12.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
684,13.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
685,14.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
686,15.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
687,16.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
688,17.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
689,18.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
690,19.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
691,20.0,953.3155365876096,102.34002807785448,570.7762557077625,166.04400166044002,114.15525114155251
692,21.0,144.1385230849486,81.87202246228358,0.0,62.266500622665,0.0
