time.yy;time.mm;time.dd;time.hh;tre200h0;prestahs;ure200h0;rre150h0;fkl010h0;fkl010h1;dkl010h0;tso100hs;nto000sw;gls;str.diffus;str.direkt;str.vert.E;str.vert.S;str.vert.W;str.vert.N;bodenalbedo;ir.horizontal;ir.vertikal.S;bodenemissivitaet;dewpt;enthalpy;mixratio;wetbulb
2000;1;1;0;-0.1;958.4;83.8;0;0.1;0.6;170;5.7;NA;1;0;0;0;0;0;0;50;NA;NA;98;-2.5;8.2;3.32;-1
2000;1;1;1;0;958.7;82.3;0;0.4;1.2;215;5.7;NA;0;0;0;0;0;0;0;50;NA;NA;98;-2.6;8.2;3.28;-1
2000;1;1;2;0.1;958.4;81.7;0;0.4;1.4;80;5.7;NA;3;0;0;0;0;0;0;50;NA;NA;98;-2.6;8.3;3.28;-0.9
2000;1;1;3;0;958.1;82.8;0;0.1;0.6;215;5.7;NA;0;0;0;0;0;0;0;50;NA;NA;98;-2.6;8.2;3.3;-1
2000;1;1;4;-0.2;958.6;83.5;0;0.3;0.9;35;5.7;NA;0;0;0;0;0;0;0;50;NA;NA;98;-2.7;8;3.28;-1.1
2000;1;1;5;0.1;958.9;84.5;0;0.8;1.6;226;5.7;NA;1;0;0;0;0;0;0;50;NA;NA;98;-2.2;8.6;3.39;-0.8
2000;1;1;6;0.1;959.1;84.7;0;0.1;1.2;260;5.7;8;0;0;0;0;0;0;0;50;NA;NA;98;-2.2;8.6;3.4;-0.8
2000;1;1;7;0.2;959.4;84;0;0.3;1.2;233;5.7;NA;3;0;0;0;0;0;0;50;NA;NA;98;-2.2;8.7;3.39;-0.7
2000;1;1;8;0.4;959.8;84.2;0;0.3;0.9;204;5.7;NA;43;43;0;34;33;27;27;50;NA;NA;98;-1.9;9;3.45;-0.5
2000;1;1;9;0.8;960.1;81.4;0;0.7;2.4;58;5.7;NA;130;100;129;192;251;73;73;50;NA;NA;98;-2;9.4;3.43;-0.3
2000;1;1;10;0.9;960;80.1;0;0.3;1.7;98;5.7;NA;171;135;120;167;290;95;95;50;NA;NA;98;-2.1;9.4;3.4;-0.3
2000;1;1;11;2.3;960.1;75.1;0;0.3;1.8;215;5.7;NA;347;163;539;229;798;164;152;50;NA;NA;98;-1.6;11.1;3.53;0.8
2000;1;1;12;2.9;960;73.2;0;1;2.4;201;5.7;6;202;154;143;114;348;152;108;50;NA;NA;98;-1.4;11.9;3.59;1.2
2000;1;1;13;2.5;959.8;76.5;0;1.1;2.7;86;5.7;NA;149;129;72;85;213;141;85;50;NA;NA;98;-1.2;11.6;3.65;1
2000;1;1;14;2.6;960;77;0;0.3;2;80;5.7;NA;66;66;0;42;49;48;43;50;NA;NA;98;-1;11.9;3.7;1.1
2000;1;1;15;2.4;960.3;81.1;0;0.6;2.3;246;5.6;NA;26;26;0;17;18;18;17;50;NA;NA;98;-0.5;12;3.84;1.2
2000;1;1;16;2.1;960.4;85.4;0;0.9;2;215;5.6;NA;2;0;0;0;0;0;0;50;NA;NA;98;-0.1;12;3.95;1.2
2000;1;1;17;1.7;960.6;87.9;0;0.5;2;242;5.6;NA;0;0;0;0;0;0;0;50;NA;NA;98;-0.1;11.6;3.95;1
2000;1;1;18;1.8;960.9;87.8;0;0.8;2;221;5.6;7;0;0;0;0;0;0;0;50;NA;NA;98;0;11.7;3.98;1.1
2000;1;1;19;2;961.4;87.5;0;0.5;1.8;260;5.6;NA;0;0;0;0;0;0;0;50;NA;NA;98;0.1;12.1;4.02;1.2
2000;1;1;20;2;961.3;88.1;0;0.6;1.9;223;5.6;NA;0;0;0;0;0;0;0;50;NA;NA;98;0.2;12.1;4.05;1.3
2000;1;1;21;2;961.3;88.4;0;0.5;1.5;125;5.6;NA;2;0;0;0;0;0;0;50;NA;NA;98;0.3;12.2;4.06;1.3
2000;1;1;22;1.7;961.5;89.1;0;0.6;1.5;246;5.6;NA;0;0;0;0;0;0;0;50;NA;NA;98;0.1;11.7;4.01;1
2000;1;1;23;1.6;961.3;89.1;0;0.9;2.1;230;5.6;NA;0;0;0;0;0;0;0;50;NA;NA;98;0;11.5;3.98;0.9
2000;1;2;0;0.6;961.3;90.3;0;0.9;1.7;224;5.6;NA;0;0;0;0;0;0;0;50;NA;NA;98;-0.8;10;3.75;0
2000;1;2;1;-0.1;961.5;90;0;0.7;1.7;221;5.6;NA;0;0;0;0;0;0;0;50;NA;NA;98;-1.5;8.8;3.55;-0.6
2000;1;2;2;0.4;961.7;89.3;0;0.3;1.4;215;5.6;NA;2;0;0;0;0;0;0;50;NA;NA;98;-1.2;9.5;3.65;-0.2
2000;1;2;3;0.9;961.9;89.6;0;0.1;0.6;260;5.6;NA;0;0;0;0;0;0;0;50;NA;NA;98;-0.6;10.4;3.8;0.3
2000;1;2;4;1.3;962;88.2;0;0.3;0.9;233;5.6;NA;0;0;0;0;0;0;0;50;NA;NA;98;-0.4;10.9;3.85;0.6
2000;1;2;5;1.7;962.3;90.2;0;0.3;1.5;53;5.6;NA;1;0;0;0;0;0;0;50;NA;NA;98;0.3;11.8;4.05;1.1
2000;1;2;6;1.7;962.2;89.4;0;0.1;1.6;125;5.6;8;0;0;0;0;0;0;0;50;NA;NA;98;0.1;11.7;4.02;1
2000;1;2;7;1.9;962.3;89;0;0.3;1.7;215;5.6;NA;4;0;0;0;0;0;0;50;NA;NA;98;0.3;12;4.06;1.2
2000;1;2;8;2.2;962.4;87.5;0;0.9;3.8;50;5.6;NA;58;58;0;52;51;35;36;50;NA;NA;98;0.3;12.4;4.07;1.4
2000;1;2;9;2.4;962.7;82.8;0;1.5;4.6;76;5.6;NA;209;92;520;434;600;96;94;50;NA;NA;98;-0.2;12.2;3.91;1.3
2000;1;2;10;3;962.4;80.8;0;1.3;2.3;84;5.6;NA;264;95;557;336;706;117;115;50;NA;NA;98;0;13;3.98;1.7
2000;1;2;11;3.9;962.3;80;0;1.6;3.5;45;5.6;NA;323;94;671;216;854;141;131;50;NA;NA;98;0.8;14.4;4.2;2.6
2000;1;2;12;3.4;962.1;85.3;0;1.8;3.3;360;5.6;3;225;152;218;123;440;173;116;50;NA;NA;98;1.2;14.2;4.33;2.5
2000;1;2;13;4;961.8;83.5;0;1.7;3.6;17;5.6;NA;199;107;318;100;474;260;99;50;NA;NA;98;1.5;15.1;4.42;2.9
2000;1;2;14;3.5;961.8;85.8;0;1.9;3.9;22;5.6;NA;80;77;12;49;78;71;50;50;NA;NA;98;1.4;14.5;4.39;2.6
2000;1;2;15;2.7;961.9;89.9;0;2;4.4;25;5.6;NA;28;28;0;18;20;20;18;50;NA;NA;98;1.2;13.6;4.34;2.1
2000;1;2;16;2.4;962.1;90.9;0;1.8;4.3;33;5.6;NA;1;0;0;0;0;0;0;50;NA;NA;98;1.1;13.2;4.3;1.8
2000;1;2;17;2.4;962.1;89.1;0;1.3;3.8;22;5.5;NA;0;0;0;0;0;0;0;50;NA;NA;98;0.8;12.9;4.21;1.7
2000;1;2;18;2.3;962.5;87.5;0;1.1;3.7;5;5.5;8;0;0;0;0;0;0;0;50;NA;NA;98;0.4;12.6;4.1;1.5
2000;1;2;19;2.2;962.7;88.9;0;1.2;2.5;360;5.5;NA;1;0;0;0;0;0;0;50;NA;NA;98;0.6;12.6;4.14;1.5
2000;1;2;20;2;962.8;89.4;0;1.1;2.3;339;5.5;NA;0;0;0;0;0;0;0;50;NA;NA;98;0.4;12.3;4.1;1.3
2000;1;2;21;1.9;963.1;88.5;0;0.4;1.9;336;5.5;NA;1;0;0;0;0;0;0;50;NA;NA;98;0.2;12;4.03;1.2
2000;1;2;22;1.9;962.8;86.2;0;1.5;4.5;232;5.5;NA;0;0;0;0;0;0;0;50;NA;NA;98;-0.2;11.7;3.93;1
2000;1;2;23;1.8;963;86;0;1.6;5.6;249;5.5;NA;0;0;0;0;0;0;0;50;NA;NA;98;-0.3;11.5;3.89;0.9
2000;1;3;0;1.7;963.1;85.4;0;2.5;5.5;253;5.5;NA;1;0;0;0;0;0;0;50;NA;NA;98;-0.5;11.3;3.83;0.8
2000;1;3;1;1.4;963;85.5;0;2.5;5.4;255;5.5;NA;0;0;0;0;0;0;0;50;NA;NA;98;-0.8;10.8;3.75;0.5
2000;1;3;2;1.4;963;81.7;0;1.8;3.9;215;5.5;NA;1;0;0;0;0;0;0;50;NA;NA;98;-1.4;10.4;3.59;0.3
2000;1;3;3;1.4;962.9;81.1;0;2.4;5;206;5.5;NA;0;0;0;0;0;0;0;50;NA;NA;98;-1.5;10.3;3.56;0.3
2000;1;3;4;1.3;963;82;0;1.6;4;202;5.5;NA;0;0;0;0;0;0;0;50;NA;NA;98;-1.4;10.2;3.57;0.2
2000;1;3;5;1.2;963.4;82.7;0;1.5;3.5;195;5.5;NA;0;0;0;0;0;0;0;50;NA;NA;98;-1.4;10.1;3.58;0.2
2000;1;3;6;1.2;963.8;82.5;0;1.6;3.8;202;5.5;8;1;0;0;0;0;0;0;50;NA;NA;98;-1.4;10.1;3.57;0.2
2000;1;3;7;1;963.7;82.5;0;1.8;3.7;199;5.5;NA;3;0;0;0;0;0;0;50;NA;NA;98;-1.6;9.8;3.52;0
2000;1;3;8;0.8;963.7;83.1;0;2.3;4.3;204;5.5;NA;26;26;0;17;17;17;17;50;NA;NA;98;-1.7;9.5;3.49;-0.2
2000;1;3;9;1;964;83;0;2.2;4.5;213;5.5;NA;61;61;0;42;43;40;40;50;NA;NA;98;-1.6;9.8;3.54;0
2000;1;3;10;1.3;963.8;81.4;0;1.7;4.2;201;5.5;NA;114;113;2;80;94;71;72;50;NA;NA;98;-1.5;10.2;3.54;0.2
2000;1;3;11;1.4;963.4;80.8;0;1.2;3.1;201;5.5;NA;156;143;38;108;198;98;93;50;NA;NA;98;-1.5;10.3;3.55;0.3
2000;1;3;12;1.6;962.9;78.5;0;1.6;3.4;207;5.5;7;230;140;266;121;474;176;114;50;NA;NA;98;-1.7;10.3;3.5;0.3
2000;1;3;13;1.4;962.1;79.4;0;1.5;4.4;49;5.5;NA;285;83;691;120;806;411;117;50;NA;NA;98;-1.8;10.1;3.49;0.2
2000;1;3;14;0.5;962;81.8;0;2.2;3.9;67;5.5;NA;180;66;552;83;577;446;81;50;NA;NA;98;-2.2;8.9;3.37;-0.5
2000;1;3;15;-0.1;961.8;84.5;0;1.3;3.3;71;5.5;NA;55;30;272;31;237;263;31;50;NA;NA;98;-2.4;8.2;3.33;-1
2000;1;3;16;-1;961.8;88;0;1.3;2.4;62;5.5;NA;1;0;0;0;0;0;0;50;NA;NA;98;-2.7;7.1;3.25;-1.6
2000;1;3;17;-1.6;961.5;89.8;0;0.7;1.9;46;5.5;NA;0;0;0;0;0;0;0;50;NA;NA;98;-3.1;6.3;3.17;-2.1
2000;1;3;18;-1.7;961.4;90.6;0;0.5;1.6;170;5.5;2;0;0;0;0;0;0;0;50;NA;NA;98;-3;6.2;3.18;-2.2
2000;1;3;19;-2;961.3;92.3;0;0.5;1.6;207;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-3.1;5.9;3.17;-2.4
2000;1;3;20;-2.6;961.3;92.5;0;0.9;1.9;210;5.4;NA;1;0;0;0;0;0;0;50;NA;NA;98;-3.6;4.9;3.03;-3
2000;1;3;21;-2.9;960.9;91.5;0;0.9;1.6;230;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-4.1;4.4;2.94;-3.3
2000;1;3;22;-2.7;960.6;91.7;0;0.9;1.9;224;5.4;NA;1;0;0;0;0;0;0;50;NA;NA;98;-3.9;4.7;2.99;-3.1
2000;1;3;23;-3.1;960.3;92.5;0;1.1;2.3;204;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-4.1;4.2;2.93;-3.4
2000;1;4;0;-3.3;959.9;92.1;0;1;1.8;219;5.4;NA;1;0;0;0;0;0;0;50;NA;NA;98;-4.4;3.8;2.87;-3.7
2000;1;4;1;-3.1;960.1;89.7;0;1.3;2.1;225;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-4.5;3.9;2.84;-3.6
2000;1;4;2;-2.6;960.1;86.1;0;0.6;1.6;223;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-4.6;4.4;2.83;-3.3
2000;1;4;3;-1.9;959.6;87.6;0;0.5;1.3;238;5.4;NA;1;0;0;0;0;0;0;50;NA;NA;98;-3.7;5.6;3.03;-2.5
2000;1;4;4;-1.5;960;90.7;0;0.4;1.5;62;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-2.8;6.5;3.23;-2
2000;1;4;5;-1.1;959.8;88;0;0.7;2.1;170;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-2.8;6.9;3.23;-1.7
2000;1;4;6;-1.9;960.1;89.4;0;1.6;3.8;72;5.4;8;1;0;0;0;0;0;0;50;NA;NA;98;-3.4;5.8;3.09;-2.4
2000;1;4;7;-2.4;960.3;89.7;0;0.9;2.5;57;5.4;NA;4;0;0;0;0;0;0;50;NA;NA;98;-3.9;5;2.99;-2.9
2000;1;4;8;-2.6;960.1;89.1;0;1;2.3;53;5.4;NA;46;46;0;37;36;29;29;50;NA;NA;98;-4.1;4.7;2.93;-3.1
2000;1;4;9;-2.4;960;90;0;1.1;3.9;65;5.4;NA;99;91;34;104;124;59;60;50;NA;NA;98;-3.8;5;3;-2.9
2000;1;4;10;-1.9;959.4;89.9;0;1.2;2.8;75;5.4;NA;152;136;52;132;204;88;89;50;NA;NA;98;-3.3;5.8;3.11;-2.4
2000;1;4;11;-1.5;958.8;89.1;0;0.5;3;53;5.4;NA;160;157;11;109;173;101;97;50;NA;NA;98;-3.1;6.4;3.18;-2.1
2000;1;4;12;-1.1;958.1;89.2;0;0.3;2;143;5.4;8;187;158;86;108;271;134;104;50;NA;NA;98;-2.6;7.1;3.28;-1.7
2000;1;4;13;-0.7;957.7;89.5;0;0.9;2.5;110;5.4;NA;143;128;54;83;192;130;84;50;NA;NA;98;-2.2;7.7;3.39;-1.3
2000;1;4;14;-0.6;957.6;90.2;0;1;2.6;93;5.4;NA;83;82;4;51;70;66;52;50;NA;NA;98;-2;8;3.44;-1.1
2000;1;4;15;-0.3;957.9;90.4;0;0.6;2.1;89;5.4;NA;27;27;0;17;18;19;18;50;NA;NA;98;-1.7;8.5;3.53;-0.8
2000;1;4;16;-0.8;957.8;92.1;0;1.3;3.6;80;5.4;NA;1;0;0;0;0;0;0;50;NA;NA;98;-1.9;7.8;3.46;-1.2
2000;1;4;17;-1.4;958;90.3;0;0.8;3.1;170;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-2.8;6.7;3.25;-1.9
2000;1;4;18;-0.9;958.3;89.6;0;0.4;2.5;80;5.4;8;1;0;0;0;0;0;0;50;NA;NA;98;-2.4;7.4;3.34;-1.5
2000;1;4;19;-0.1;958.7;88.1;0.2;0.5;2.3;323;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-1.8;8.6;3.49;-0.7
2000;1;4;20;0.3;958.8;89.4;0.2;0.4;1.8;35;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-1.2;9.4;3.64;-0.3
2000;1;4;21;1.1;958.6;88.3;0.3;0.9;3.1;237;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-0.6;10.6;3.81;0.4
2000;1;4;22;1.2;958.5;89.5;0;0.6;2.3;24;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-0.3;10.9;3.89;0.6
2000;1;4;23;1.3;958.4;88.7;0;0.5;2.4;323;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;-0.4;11;3.89;0.6
2000;1;5;0;1.5;958;90.3;0.2;0.2;1.5;233;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;0.1;11.5;4.02;0.9
2000;1;5;1;1.8;958.1;90.4;0;0.4;1.6;260;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;0.4;12.1;4.11;1.2
2000;1;5;2;2;957.8;90.5;0.3;0.5;1.8;332;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;0.6;12.4;4.17;1.4
2000;1;5;3;2;957.8;90.2;1.1;0.4;2.9;4;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;0.6;12.4;4.16;1.4
2000;1;5;4;2.3;958;90.4;0.3;0.5;2.2;233;5.4;NA;0;0;0;0;0;0;0;50;NA;NA;98;0.9;13;4.26;1.7
2000;1;5;5;2.5;958.2;90.9;0.2;0.4;1.5;197;5.3;NA;0;0;0;0;0;0;0;30;NA;NA;98;1.2;13.4;4.34;1.9
2000;1;5;6;2.4;958.3;91.6;0;0.1;0.8;215;5.3;8;2;0;0;0;0;0;0;30;NA;NA;98;1.2;13.3;4.35;1.9
2000;1;5;7;2.7;958.5;90.7;0;0.6;2.3;197;5.3;NA;1;0;0;0;0;0;0;30;NA;NA;98;1.3;13.7;4.4;2.1
2000;1;5;8;2.4;958.7;91.3;0;0.3;1.3;53;5.3;NA;30;30;0;17;17;16;17;30;NA;NA;98;1.1;13.2;4.33;1.8
2000;1;5;9;2.8;958.8;90.7;0;0.4;1.6;66;5.3;NA;55;55;0;31;31;30;31;30;NA;NA;98;1.4;13.9;4.43;2.2
2000;1;5;10;3;958.6;90.3;0;0.1;0.7;350;5.3;NA;70;70;0;38;39;38;39;30;NA;NA;98;1.6;14.2;4.47;2.4
2000;1;5;11;3.9;958;89.2;0;0;0.7;0;5.3;NA;192;147;131;114;301;91;85;30;NA;NA;98;2.3;15.7;4.71;3.2
2000;1;5;12;4.5;957.5;87.1;0;0.3;2.1;80;5.3;6;148;139;27;74;145;86;74;30;NA;NA;98;2.5;16.6;4.8;3.6
2000;1;5;13;4.9;957;85.8;0;0.1;1.4;35;5.3;NA;177;121;190;75;334;186;76;30;NA;NA;98;2.7;17.1;4.87;3.9
2000;1;5;14;5.4;956.6;82.8;0;0.3;1.8;35;5.3;NA;184;103;385;70;452;351;70;30;NA;NA;98;2.7;17.6;4.86;4.2
2000;1;5;15;4.7;956.1;84.2;0;0.7;2.1;53;5.3;NA;40;30;100;21;111;124;22;30;NA;NA;98;2.3;16.5;4.71;3.6
2000;1;5;16;2.9;956;89.8;0;0.8;2.1;226;5.3;NA;0;0;0;0;0;0;0;30;NA;NA;98;1.4;14;4.43;2.3
2000;1;5;17;2.4;956;90.6;0;0.9;1.8;219;5.3;NA;0;0;0;0;0;0;0;30;NA;NA;98;1;13.2;4.31;1.8
2000;1;5;18;1.9;955.9;93.8;0;1.6;2.8;217;5.3;6;2;0;0;0;0;0;0;30;NA;NA;98;1;12.7;4.3;1.5
2000;1;5;19;0.9;955.7;92.7;0;1;2.5;223;5.3;NA;0;0;0;0;0;0;0;30;NA;NA;98;-0.1;10.8;3.96;0.5
2000;1;5;20;0.4;955.6;97.3;0;0.1;1.3;170;5.3;NA;2;0;0;0;0;0;0;30;NA;NA;98;0;10.4;4.01;0.2
2000;1;5;21;0.3;955.5;96;0;0.4;2.3;184;5.3;NA;0;0;0;0;0;0;0;30;NA;NA;98;-0.3;10.1;3.93;0.1
2000;1;5;22;0.5;955.5;92.4;0;0;0.1;0;5.3;NA;0;0;0;0;0;0;0;30;NA;NA;98;-0.6;10.1;3.83;0.1
2000;1;5;23;0.6;955.4;92;0;0;0;0;5.3;NA;1;0;0;0;0;0;0;30;NA;NA;98;-0.5;10.2;3.84;0.2
2000;1;6;0;0.9;955.3;90.6;0;0;0;0;5.3;NA;0;0;0;0;0;0;0;30;NA;NA;98;-0.5;10.6;3.87;0.3
2000;1;6;1;1.3;955.5;91.5;0;0.5;1.8;249;5.3;NA;0;0;0;0;0;0;0;30;NA;NA;98;0.1;11.4;4.02;0.8
2000;1;6;2;1.7;955.7;91.7;0;0.8;3;251;5.3;NA;2;0;0;0;0;0;0;30;NA;NA;98;0.5;12.1;4.15;1.2
2000;1;6;3;1.7;955.8;91.7;0;0.7;2.7;238;5.3;NA;0;0;0;0;0;0;0;30;NA;NA;98;0.5;12.1;4.15;1.2
2000;1;6;4;1.7;955.8;91.5;0;1.1;2.3;181;5.3;NA;0;0;0;0;0;0;0;30;NA;NA;98;0.5;12.1;4.14;1.2
2000;1;6;5;1.4;955.8;92.1;0;0.9;3.7;161;5.3;NA;1;0;0;0;0;0;0;30;NA;NA;98;0.3;11.6;4.08;0.9
2000;1;6;6;1.2;956.1;90.9;0;1.2;2.2;187;5.3;8;0;0;0;0;0;0;0;30;NA;NA;98;-0.1;11.1;3.96;0.7
2000;1;6;7;0.6;956.5;92.1;0;0.8;2;114;5.3;NA;5;0;0;0;0;0;0;30;NA;NA;98;-0.5;10.2;3.84;0.2
2000;1;6;8;0.7;957.1;91;0;1.1;2.3;62;5.3;NA;29;29;0;16;16;16;16;30;NA;NA;98;-0.6;10.2;3.82;0.2
2000;1;6;9;1.2;957.8;90.3;0;1;3.6;170;5.3;NA;48;48;0;26;25;26;27;30;NA;NA;98;-0.2;11;3.93;0.6
2000;1;6;10;1.9;957.8;87.6;0;2.5;4.7;202;5.3;NA;118;116;5;71;87;61;62;30;NA;NA;98;0.1;11.9;4.01;1.2
2000;1;6;11;2.4;957.7;86.9;0;1.9;4.2;225;5.3;NA;85;85;0;46;50;46;48;30;NA;NA;98;0.4;12.7;4.12;1.6
2000;1;6;12;2.9;957.7;87.7;0;1.3;2.8;231;5.2;8;79;79;0;43;45;44;44;30;NA;NA;98;1.1;13.7;4.31;2.1
2000;1;6;13;2.9;957.5;87.2;0;0.8;3;204;5.2;NA;63;63;0;34;34;35;36;30;NA;NA;98;1;13.6;4.29;2.1
2000;1;6;14;3;957.5;87.2;0;0.8;2.8;156;5.2;NA;43;43;0;23;22;23;25;30;NA;NA;98;1.1;13.8;4.32;2.2
2000;1;6;15;2.8;957.7;87.2;0;1;2.1;56;5.2;NA;21;21;0;11;11;11;12;30;NA;NA;98;0.9;13.5;4.26;2
2000;1;6;16;2.4;957.8;88.3;0;0.9;2.6;53;5.2;NA;2;0;0;0;0;0;0;30;NA;NA;98;0.7;12.9;4.19;1.7
2000;1;6;17;1.5;958;89.7;0;0.8;2.5;40;5.2;NA;1;0;0;0;0;0;0;30;NA;NA;98;0;11.5;3.99;0.9
2000;1;6;18;1;958.4;91.2;0;0.6;2.1;35;5.2;8;0;0;0;0;0;0;0;30;NA;NA;98;-0.3;10.8;3.91;0.5
2000;1;6;19;0.8;958.3;90.8;0;0.4;1.4;35;5.2;NA;1;0;0;0;0;0;0;30;NA;NA;98;-0.5;10.4;3.84;0.3
2000;1;6;20;0.8;958.6;90.2;0;0.3;1.4;35;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-0.6;10.3;3.81;0.2
2000;1;6;21;0.4;958.9;91;0;0.7;1.7;35;5.2;NA;1;0;0;0;0;0;0;30;NA;NA;98;-0.9;9.7;3.73;-0.1
2000;1;6;22;0.4;959.3;91.7;0;0.6;1.6;43;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-0.8;9.8;3.76;-0.1
2000;1;6;23;0.4;959.2;91.8;0;0.6;1.7;27;5.2;NA;2;0;0;0;0;0;0;30;NA;NA;98;-0.8;9.8;3.76;-0.1
2000;1;7;0;-0.4;959.3;91.1;0;1.6;3.1;66;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-1.7;8.4;3.52;-0.9
2000;1;7;1;-0.6;959.5;92.5;0;1.6;4.3;72;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-1.7;8.2;3.53;-1
2000;1;7;2;-0.5;959.6;92.3;0;0.8;2.4;50;5.2;NA;1;0;0;0;0;0;0;30;NA;NA;98;-1.6;8.3;3.54;-0.9
2000;1;7;3;-0.5;959.5;90.5;0;0.8;2.2;46;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-1.9;8.2;3.47;-1
2000;1;7;4;-0.6;959.8;90.8;0;0.5;1.8;43;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-1.9;8;3.46;-1.1
2000;1;7;5;-0.3;959.9;89.1;0;0.5;2;43;5.2;NA;2;0;0;0;0;0;0;30;NA;NA;98;-1.9;8.3;3.47;-0.9
2000;1;7;6;-0.1;959.8;88.8;0;0.7;3.1;8;5.2;7;0;0;0;0;0;0;0;30;NA;NA;98;-1.7;8.6;3.51;-0.7
2000;1;7;7;0.3;959.6;86.9;0;0.7;2.3;323;5.2;NA;3;0;0;0;0;0;0;30;NA;NA;98;-1.6;9.1;3.54;-0.4
2000;1;7;8;0.3;959.8;87.1;0;0.6;2;260;5.2;NA;42;42;0;28;27;22;23;30;NA;NA;98;-1.6;9.1;3.54;-0.4
2000;1;7;9;1;959.7;86.4;0;0.5;1.4;152;5.2;NA;181;90;397;338;460;68;68;30;NA;NA;98;-1;10.2;3.7;0.2
2000;1;7;10;2;959.4;82.6;0;0.8;2.4;80;5.2;NA;287;70;702;353;778;88;87;30;NA;NA;98;-0.6;11.5;3.8;0.9
2000;1;7;11;3.4;958.8;78.7;0;0.5;1.8;170;5.2;NA;322;65;736;183;843;97;91;30;NA;NA;98;0.1;13.4;4;2
2000;1;7;12;4.6;958.1;70.2;0;0.3;1.2;215;5.2;1;327;63;760;97;861;209;92;30;NA;NA;98;-0.4;14.4;3.89;2.5
2000;1;7;13;5.5;957.5;67.4;0;0.4;2;114;5.2;NA;280;59;733;83;786;377;82;30;NA;NA;98;0;15.5;3.98;3.1
2000;1;7;14;5.7;957.5;68.2;0;1;2.5;86;5.2;NA;181;67;526;64;538;411;63;30;NA;NA;98;0.3;16;4.08;3.4
2000;1;7;15;4.7;957.5;78.4;0;0.7;2.1;221;5.2;NA;44;34;97;24;114;127;24;30;NA;NA;98;1.3;15.7;4.38;3.2
2000;1;7;16;3.5;957.7;82.7;0;1;2.4;260;5.2;NA;2;0;0;0;0;0;0;30;NA;NA;98;0.8;14.1;4.24;2.3
2000;1;7;17;1.7;957.4;85.9;0;1.4;2.4;218;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-0.4;11.4;3.88;0.8
2000;1;7;18;1;957.6;87;0;0.6;1.4;221;5.2;1;0;0;0;0;0;0;0;30;NA;NA;98;-0.9;10.3;3.73;0.2
2000;1;7;19;0.4;957.8;87.7;0;1;1.9;223;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-1.4;9.4;3.6;-0.3
2000;1;7;20;0.3;957.5;86.7;0;1.5;2.4;235;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-1.7;9.1;3.54;-0.5
2000;1;7;21;-0.1;957.8;86.9;0;1;1.9;215;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-2;8.5;3.44;-0.8
2000;1;7;22;-0.8;957.8;86.9;0;1.5;3.7;232;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-2.7;7.3;3.27;-1.5
2000;1;7;23;-1.1;957.9;91.4;0;0.6;2.3;242;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-2.3;7.3;3.36;-1.5
2000;1;8;0;-1.2;958;91.9;0;1.2;2;208;5.2;NA;1;0;0;0;0;0;0;30;NA;NA;98;-2.3;7.2;3.36;-1.6
2000;1;8;1;-1.5;958;91;0;1.1;1.9;219;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-2.8;6.6;3.25;-2
2000;1;8;2;-1.5;957.8;88.1;0;0.7;1.8;215;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-3.2;6.3;3.15;-2.1
2000;1;8;3;-1.2;957.5;87;0;0.7;1.9;215;5.2;NA;1;0;0;0;0;0;0;30;NA;NA;98;-3.1;6.7;3.18;-1.9
2000;1;8;4;-1;957.3;89;0;0.5;1.8;53;5.2;NA;0;0;0;0;0;0;0;30;NA;NA;98;-2.6;7.2;3.3;-1.6
