time.yy;time.mm;time.dd;time.hh;tre200h0;gls;str.diffus
2000;1;1;0;-0.1;1;0
2000;1;1;1;0;0;0
2000;1;1;2;0.1;3;0
2000;1;1;3;0;0;0
2000;1;1;4;-0.2;0;0
2000;1;1;5;0.1;1;0
2000;1;1;6;0.1;0;0
2000;1;1;7;0.2;3;0
2000;1;1;8;0.4;43;43
2000;1;1;9;0.8;130;100
2000;1;1;10;0.9;171;135
2000;1;1;11;2.3;347;163
2000;1;1;12;2.9;202;154
2000;1;1;13;2.5;149;129
2000;1;1;14;2.6;66;66
2000;1;1;15;2.4;26;26
2000;1;1;16;2.1;2;0
2000;1;1;17;1.7;0;0
2000;1;1;18;1.8;0;0
2000;1;1;19;2;0;0
2000;1;1;20;2;0;0
2000;1;1;21;2;2;0
2000;1;1;22;1.7;0;0
2000;1;1;23;1.6;0;0
2000;1;2;0;0.6;0;0
2000;1;2;1;-0.1;0;0
2000;1;2;2;0.4;2;0
2000;1;2;3;0.9;0;0
2000;1;2;4;1.3;0;0
2000;1;2;5;1.7;1;0
2000;1;2;6;1.7;0;0
2000;1;2;7;1.9;4;0
2000;1;2;8;2.2;58;58
2000;1;2;9;2.4;209;92
2000;1;2;10;3;264;95
2000;1;2;11;3.9;323;94
2000;1;2;12;3.4;225;152
2000;1;2;13;4;199;107
2000;1;2;14;3.5;80;77
2000;1;2;15;2.7;28;28
2000;1;2;16;2.4;1;0
2000;1;2;17;2.4;0;0
2000;1;2;18;2.3;0;0
2000;1;2;19;2.2;1;0
2000;1;2;20;2;0;0
2000;1;2;21;1.9;1;0
2000;1;2;22;1.9;0;0
2000;1;2;23;1.8;0;0
2000;1;3;0;1.7;1;0
2000;1;3;1;1.4;0;0
2000;1;3;2;1.4;1;0
2000;1;3;3;1.4;0;0
2000;1;3;4;1.3;0;0
2000;1;3;5;1.2;0;0
2000;1;3;6;1.2;1;0
2000;1;3;7;1;3;0
2000;1;3;8;0.8;26;26
2000;1;3;9;1;61;61
2000;1;3;10;1.3;114;113
2000;1;3;11;1.4;156;143
2000;1;3;12;1.6;230;140
2000;1;3;13;1.4;285;83
2000;1;3;14;0.5;180;66
2000;1;3;15;-0.1;55;30
2000;1;3;16;-1;1;0
2000;1;3;17;-1.6;0;0
2000;1;3;18;-1.7;0;0
2000;1;3;19;-2;0;0
2000;1;3;20;-2.6;1;0
2000;1;3;21;-2.9;0;0
2000;1;3;22;-2.7;1;0
2000;1;3;23;-3.1;0;0
2000;1;4;0;-3.3;1;0
2000;1;4;1;-3.1;0;0
2000;1;4;2;-2.6;0;0
2000;1;4;3;-1.9;1;0
2000;1;4;4;-1.5;0;0
2000;1;4;5;-1.1;0;0
2000;1;4;6;-1.9;1;0
2000;1;4;7;-2.4;4;0
2000;1;4;8;-2.6;46;46
2000;1;4;9;-2.4;99;91
2000;1;4;10;-1.9;152;136
2000;1;4;11;-1.5;160;157
2000;1;4;12;-1.1;187;158
2000;1;4;13;-0.7;143;128
2000;1;4;14;-0.6;83;82
2000;1;4;15;-0.3;27;27
2000;1;4;16;-0.8;1;0
2000;1;4;17;-1.4;0;0
2000;1;4;18;-0.9;1;0
2000;1;4;19;-0.1;0;0
2000;1;4;20;0.3;0;0
2000;1;4;21;1.1;0;0
2000;1;4;22;1.2;0;0
2000;1;4;23;1.3;0;0
2000;1;5;0;1.5;0;0
2000;1;5;1;1.8;0;0
2000;1;5;2;2;0;0
2000;1;5;3;2;0;0
2000;1;5;4;2.3;0;0
2000;1;5;5;2.5;0;0
2000;1;5;6;2.4;2;0
2000;1;5;7;2.7;1;0
2000;1;5;8;2.4;30;30
2000;1;5;9;2.8;55;55
2000;1;5;10;3;70;70
2000;1;5;11;3.9;192;147
2000;1;5;12;4.5;148;139
2000;1;5;13;4.9;177;121
2000;1;5;14;5.4;184;103
2000;1;5;15;4.7;40;30
2000;1;5;16;2.9;0;0
2000;1;5;17;2.4;0;0
2000;1;5;18;1.9;2;0
2000;1;5;19;0.9;0;0
2000;1;5;20;0.4;2;0
2000;1;5;21;0.3;0;0
2000;1;5;22;0.5;0;0
2000;1;5;23;0.6;1;0
2000;1;6;0;0.9;0;0
2000;1;6;1;1.3;0;0
2000;1;6;2;1.7;2;0
2000;1;6;3;1.7;0;0
2000;1;6;4;1.7;0;0
2000;1;6;5;1.4;1;0
2000;1;6;6;1.2;0;0
2000;1;6;7;0.6;5;0
2000;1;6;8;0.7;29;29
2000;1;6;9;1.2;48;48
2000;1;6;10;1.9;118;116
2000;1;6;11;2.4;85;85
2000;1;6;12;2.9;79;79
2000;1;6;13;2.9;63;63
2000;1;6;14;3;43;43
2000;1;6;15;2.8;21;21
2000;1;6;16;2.4;2;0
2000;1;6;17;1.5;1;0
2000;1;6;18;1;0;0
2000;1;6;19;0.8;1;0
2000;1;6;20;0.8;0;0
2000;1;6;21;0.4;1;0
2000;1;6;22;0.4;0;0
2000;1;6;23;0.4;2;0
2000;1;7;0;-0.4;0;0
2000;1;7;1;-0.6;0;0
2000;1;7;2;-0.5;1;0
2000;1;7;3;-0.5;0;0
2000;1;7;4;-0.6;0;0
2000;1;7;5;-0.3;2;0
2000;1;7;6;-0.1;0;0
2000;1;7;7;0.3;3;0
2000;1;7;8;0.3;42;42
2000;1;7;9;1;181;90
2000;1;7;10;2;287;70
2000;1;7;11;3.4;322;65
2000;1;7;12;4.6;327;63
2000;1;7;13;5.5;280;59
2000;1;7;14;5.7;181;67
2000;1;7;15;4.7;44;34
2000;1;7;16;3.5;2;0
2000;1;7;17;1.7;0;0
2000;1;7;18;1;0;0
2000;1;7;19;0.4;0;0
2000;1;7;20;0.3;0;0
2000;1;7;21;-0.1;0;0
2000;1;7;22;-0.8;0;0
2000;1;7;23;-1.1;0;0
2000;1;8;0;-1.2;1;0
2000;1;8;1;-1.5;0;0
2000;1;8;2;-1.5;0;0
2000;1;8;3;-1.2;1;0
2000;1;8;4;-1;0;0
2000;1;8;5;-1;0;0
2000;1;8;6;-0.7;2;0
2000;1;8;7;-0.6;1;0
2000;1;8;8;-0.7;38;38
2000;1;8;9;0.4;28;28
2000;1;8;10;0.9;173;118
2000;1;8;11;1.7;302;143
2000;1;8;12;2.8;345;85
2000;1;8;13;3.6;281;85
2000;1;8;14;4;145;82
2000;1;8;15;3.5;31;31
2000;1;8;16;2.1;2;0
2000;1;8;17;1.7;0;0
2000;1;8;18;1.5;0;0
2000;1;8;19;1.1;0;0
2000;1;8;20;1.2;0;0
2000;1;8;21;1.1;0;0
2000;1;8;22;1.1;0;0
2000;1;8;23;1.1;0;0
2000;1;9;0;1.2;0;0
2000;1;9;1;1.3;0;0
2000;1;9;2;1.3;0;0
2000;1;9;3;1.4;0;0
2000;1;9;4;1.4;0;0
2000;1;9;5;1.5;2;0
2000;1;9;6;1.3;0;0
2000;1;9;7;1.1;2;0
2000;1;9;8;1.2;22;22
2000;1;9;9;2;57;57
2000;1;9;10;2.8;108;108
2000;1;9;11;3;148;146
2000;1;9;12;4;157;154
2000;1;9;13;4.7;153;135
2000;1;9;14;4.7;83;82
2000;1;9;15;4.5;26;26
2000;1;9;16;4.2;1;0
2000;1;9;17;4;1;0
2000;1;9;18;3.4;1;0
2000;1;9;19;3.3;1;0
2000;1;9;20;3;0;0
2000;1;9;21;3.2;0;0
2000;1;9;22;3.1;2;0
2000;1;9;23;3;0;0
2000;1;10;0;3;0;0
2000;1;10;1;3;1;0
2000;1;10;2;3.1;0;0
2000;1;10;3;2.9;0;0
2000;1;10;4;2.8;1;0
2000;1;10;5;2.9;0;0
2000;1;10;6;3.1;0;0
2000;1;10;7;3.1;1;0
2000;1;10;8;3.2;8;8
2000;1;10;9;3.4;24;24
2000;1;10;10;3.2;40;40
2000;1;10;11;3.5;87;87
2000;1;10;12;3.4;60;60
2000;1;10;13;3.4;54;54
2000;1;10;14;3.3;26;26
2000;1;10;15;3.1;17;17
2000;1;10;16;2.9;2;0
2000;1;10;17;2.8;0;0
2000;1;10;18;2.6;1;0
2000;1;10;19;2.6;0;0
2000;1;10;20;2.4;2;0
2000;1;10;21;2.4;0;0
2000;1;10;22;2.3;0;0
2000;1;10;23;2.2;2;0
2000;1;11;0;2.2;0;0
2000;1;11;1;2.2;0;0
2000;1;11;2;2.1;2;0
2000;1;11;3;2;0;0
2000;1;11;4;2.1;0;0
2000;1;11;5;2.1;1;0
2000;1;11;6;2.3;0;0
2000;1;11;7;2.4;3;0
2000;1;11;8;2.5;19;19
2000;1;11;9;2.6;40;40
2000;1;11;10;2.8;33;33
2000;1;11;11;2.8;39;39
2000;1;11;12;3;42;42
2000;1;11;13;3.1;51;51
2000;1;11;14;3.1;46;46
2000;1;11;15;2.9;15;15
2000;1;11;16;2.7;1;0
2000;1;11;17;2.7;0;0
2000;1;11;18;2.6;1;0
2000;1;11;19;2.7;0;0
2000;1;11;20;2.6;0;0
2000;1;11;21;2.3;0;0
2000;1;11;22;2.2;0;0
2000;1;11;23;2;2;0
2000;1;12;0;1.8;0;0
2000;1;12;1;1.7;0;0
2000;1;12;2;1.5;2;0
2000;1;12;3;1.5;0;0
2000;1;12;4;1.5;0;0
2000;1;12;5;1.6;0;0
2000;1;12;6;1.5;1;0
2000;1;12;7;1.4;1;0
2000;1;12;8;1.3;11;11
2000;1;12;9;1.3;37;37
2000;1;12;10;1.5;69;69
2000;1;12;11;1.7;115;115
2000;1;12;12;1.8;145;139
2000;1;12;13;2.1;200;151
2000;1;12;14;2.2;152;89
2000;1;12;15;2;57;49
2000;1;12;16;1.1;3;0
2000;1;12;17;0.2;0;0
2000;1;12;18;-0.6;0;0
2000;1;12;19;-1;0;0
2000;1;12;20;-1.1;0;0
2000;1;12;21;-1.4;0;0
2000;1;12;22;-1.6;0;0
2000;1;12;23;-1.3;0;0
2000;1;13;0;-1;0;0
2000;1;13;1;-1;0;0
2000;1;13;2;-0.3;0;0
2000;1;13;3;-0.5;0;0
2000;1;13;4;-1.1;0;0
2000;1;13;5;-1;0;0
2000;1;13;6;-1.3;0;0
2000;1;13;7;-1.4;4;0
2000;1;13;8;-1.3;44;44
2000;1;13;9;-1;185;96
2000;1;13;10;-1.3;270;80
2000;1;13;11;0;314;89
2000;1;13;12;0.9;334;68
2000;1;13;13;2;284;65
2000;1;13;14;2.2;193;51
2000;1;13;15;2;75;40
2000;1;13;16;0.7;3;0
2000;1;13;17;-0.3;0;0
2000;1;13;18;-0.7;0;0
2000;1;13;19;-1.3;0;0
2000;1;13;20;-1.6;0;0
2000;1;13;21;-1.9;0;0
2000;1;13;22;-2.2;0;0
2000;1;13;23;-2.5;0;0
2000;1;14;0;-2.9;0;0
2000;1;14;1;-3.2;0;0
2000;1;14;2;-3.5;0;0
2000;1;14;3;-3.8;0;0
2000;1;14;4;-3.9;2;0
2000;1;14;5;-4.2;0;0
2000;1;14;6;-4.3;0;0
2000;1;14;7;-4.3;5;0
2000;1;14;8;-4.2;40;40
2000;1;14;9;-3;214;88
2000;1;14;10;-1.3;311;60
2000;1;14;11;0.3;356;62
2000;1;14;12;2.3;354;61
2000;1;14;13;3;304;59
2000;1;14;14;2.9;207;52
2000;1;14;15;2.1;83;36
2000;1;14;16;-0.4;5;0
2000;1;14;17;-1.5;2;0
2000;1;14;18;-1.8;2;0
2000;1;14;19;-1.7;2;0
2000;1;14;20;-1.9;1;0
2000;1;14;21;-2.2;4;0
2000;1;14;22;-2.2;1;0
2000;1;14;23;-2.6;0;0
2000;1;15;0;-2.9;4;0
2000;1;15;1;-3.3;2;0
2000;1;15;2;-3.4;1;0
2000;1;15;3;-3.6;1;0
2000;1;15;4;-3.5;1;0
2000;1;15;5;-3.5;0;0
2000;1;15;6;-3.9;0;0
2000;1;15;7;-3.6;3;0
2000;1;15;8;-3.1;30;30
2000;1;15;9;-2.8;70;70
2000;1;15;10;-2.3;170;147
2000;1;15;11;-1.6;207;171
2000;1;15;12;-1.3;99;99
2000;1;15;13;-0.8;118;117
2000;1;15;14;-0.6;117;103
2000;1;15;15;-0.5;64;53
2000;1;15;16;-0.7;3;0
2000;1;15;17;-1.2;0;0
2000;1;15;18;-1.8;0;0
2000;1;15;19;-2.1;0;0
2000;1;15;20;-2.5;0;0
2000;1;15;21;-2.9;0;0
2000;1;15;22;-3.5;0;0
2000;1;15;23;-4.2;0;0
2000;1;16;0;-4.5;0;0
2000;1;16;1;-4.2;0;0
2000;1;16;2;-4;0;0
2000;1;16;3;-3.1;0;0
2000;1;16;4;-2.8;1;0
2000;1;16;5;-3;1;0
2000;1;16;6;-2.9;2;0
2000;1;16;7;-2.9;2;0
2000;1;16;8;-2.5;36;36
2000;1;16;9;-1.9;149;106
2000;1;16;10;-1.3;123;121
2000;1;16;11;-1.1;104;104
2000;1;16;12;-0.9;172;157
2000;1;16;13;-0.8;119;118
2000;1;16;14;-0.6;91;90
2000;1;16;15;-0.9;47;46
2000;1;16;16;-1.1;4;0
2000;1;16;17;-1.2;1;0
2000;1;16;18;-1.2;0;0
2000;1;16;19;-1.2;1;0
2000;1;16;20;-1.3;1;0
2000;1;16;21;-1.5;0;0
2000;1;16;22;-1.6;1;0
2000;1;16;23;-1.9;0;0
2000;1;17;0;-2.3;0;0
2000;1;17;1;-2.7;0;0
2000;1;17;2;-3.3;0;0
2000;1;17;3;-4.2;0;0
2000;1;17;4;-4.5;2;0
2000;1;17;5;-5.1;0;0
2000;1;17;6;-5.3;0;0
2000;1;17;7;-4.8;8;0
2000;1;17;8;-4.2;42;42
2000;1;17;9;-3.1;144;107
2000;1;17;10;-1.2;266;112
2000;1;17;11;0.6;391;109
2000;1;17;12;1.7;365;87
2000;1;17;13;4;309;75
2000;1;17;14;4.3;238;77
2000;1;17;15;4.2;93;38
2000;1;17;16;2;7;0
2000;1;17;17;0.9;0;0
2000;1;17;18;0;0;0
2000;1;17;19;0;2;0
2000;1;17;20;0.5;1;0
2000;1;17;21;0.7;4;0
2000;1;17;22;0.5;2;0
2000;1;17;23;0.7;1;0
2000;1;18;0;0.9;4;0
2000;1;18;1;1;1;0
2000;1;18;2;1;4;0
2000;1;18;3;1.1;0;0
2000;1;18;4;1.2;0;0
2000;1;18;5;1.1;0;0
2000;1;18;6;1.2;0;0
2000;1;18;7;1.3;3;0
2000;1;18;8;1.4;24;24
2000;1;18;9;2.1;57;57
2000;1;18;10;2.4;57;57
2000;1;18;11;3.9;182;171
2000;1;18;12;4.9;234;168
2000;1;18;13;4.9;124;122
2000;1;18;14;4.8;84;84
2000;1;18;15;4.6;40;40
2000;1;18;16;4;4;0
2000;1;18;17;3.5;0;0
2000;1;18;18;3;0;0
2000;1;18;19;2.3;0;0
2000;1;18;20;2.3;0;0
2000;1;18;21;2.5;0;0
2000;1;18;22;2.3;0;0
2000;1;18;23;2.2;0;0
2000;1;19;0;1.7;0;0
2000;1;19;1;1.6;0;0
2000;1;19;2;1;0;0
2000;1;19;3;0.1;0;0
2000;1;19;4;0.4;0;0
2000;1;19;5;1.1;0;0
2000;1;19;6;0.8;0;0
2000;1;19;7;0.9;7;0
2000;1;19;8;0.8;48;48
2000;1;19;9;0.9;179;91
2000;1;19;10;1.7;306;126
2000;1;19;11;1.8;241;181
2000;1;19;12;2;260;165
2000;1;19;13;1.7;119;118
2000;1;19;14;1.7;87;87
2000;1;19;15;1.4;29;29
2000;1;19;16;0.9;5;5
2000;1;19;17;0.8;0;0
2000;1;19;18;0.4;0;0
2000;1;19;19;0;0;0
2000;1;19;20;-0.3;0;0
2000;1;19;21;-0.7;0;0
2000;1;19;22;-0.6;0;0
2000;1;19;23;-1.2;0;0
2000;1;20;0;-1.7;0;0
2000;1;20;1;-2.8;0;0
2000;1;20;2;-3.2;0;0
2000;1;20;3;-3.7;0;0
2000;1;20;4;-4.1;0;0
2000;1;20;5;-4.5;0;0
2000;1;20;6;-4.8;0;0
2000;1;20;7;-4.7;12;0
2000;1;20;8;-4.4;61;61
2000;1;20;9;-2.9;218;99
2000;1;20;10;-1.8;320;60
2000;1;20;11;-0.4;369;70
2000;1;20;12;0.6;358;92
2000;1;20;13;1.2;329;79
2000;1;20;14;1.7;219;60
2000;1;20;15;1.4;112;59
2000;1;20;16;0.7;1;0
2000;1;20;17;-0.5;0;0
2000;1;20;18;-1.1;1;0
2000;1;20;19;-1.1;0;0
2000;1;20;20;-1.1;2;0
2000;1;20;21;-1.2;2;0
2000;1;20;22;-1.5;2;0
2000;1;20;23;-2;0;0
2000;1;21;0;-1.6;3;0
2000;1;21;1;-1.2;2;0
2000;1;21;2;-1.2;2;0
2000;1;21;3;-1.1;0;0
2000;1;21;4;-1;1;0
2000;1;21;5;-0.9;0;0
2000;1;21;6;-0.8;0;0
2000;1;21;7;-0.7;1;0
2000;1;21;8;-0.6;16;16
2000;1;21;9;0.1;58;58
2000;1;21;10;0.5;78;78
2000;1;21;11;1;126;126
2000;1;21;12;1.1;94;94
2000;1;21;13;1.5;106;106
2000;1;21;14;1.7;66;66
2000;1;21;15;1.8;32;32
2000;1;21;16;1.5;3;3
2000;1;21;17;1.2;0;0
2000;1;21;18;0.8;0;0
2000;1;21;19;0.4;0;0
2000;1;21;20;0.5;0;0
2000;1;21;21;0.3;0;0
2000;1;21;22;0.2;0;0
2000;1;21;23;-0.6;0;0
2000;1;22;0;-0.8;0;0
2000;1;22;1;-0.5;0;0
2000;1;22;2;-0.4;0;0
2000;1;22;3;-0.4;1;0
2000;1;22;4;-0.6;0;0
2000;1;22;5;-0.7;0;0
2000;1;22;6;-0.4;0;0
2000;1;22;7;-0.1;1;0
2000;1;22;8;0.6;28;28
2000;1;22;9;1.9;90;90
2000;1;22;10;3;208;151
2000;1;22;11;2.5;97;97
2000;1;22;12;2;64;64
2000;1;22;13;1.9;33;33
2000;1;22;14;1.4;26;26
2000;1;22;15;1.4;28;28
2000;1;22;16;1.5;7;7
2000;1;22;17;0.8;0;0
2000;1;22;18;0.8;0;0
2000;1;22;19;0.9;0;0
2000;1;22;20;0.7;0;0
2000;1;22;21;0.6;0;0
2000;1;22;22;0.6;1;0
2000;1;22;23;0.5;0;0
2000;1;23;0;0.6;0;0
2000;1;23;1;0.6;0;0
2000;1;23;2;0.6;0;0
2000;1;23;3;0.5;0;0
2000;1;23;4;0.6;0;0
2000;1;23;5;0.2;1;0
2000;1;23;6;0.3;0;0
2000;1;23;7;0.3;4;4
2000;1;23;8;0.4;36;36
2000;1;23;9;0.6;105;104
2000;1;23;10;1;137;131
2000;1;23;11;1.2;138;137
2000;1;23;12;1.1;154;150
2000;1;23;13;1.1;86;86
2000;1;23;14;1;62;62
2000;1;23;15;0.8;22;22
2000;1;23;16;0.8;5;5
2000;1;23;17;0.7;1;0
2000;1;23;18;0.7;0;0
2000;1;23;19;0.6;0;0
2000;1;23;20;0.4;0;0
2000;1;23;21;0.4;1;0
2000;1;23;22;0.2;0;0
2000;1;23;23;0.3;1;0
2000;1;24;0;0;2;0
2000;1;24;1;0;1;0
2000;1;24;2;-0.4;0;0
2000;1;24;3;-0.8;1;0
2000;1;24;4;-1.5;0;0
2000;1;24;5;-1.6;0;0
2000;1;24;6;-2;0;0
2000;1;24;7;-2.6;5;5
2000;1;24;8;-2.9;49;49
2000;1;24;9;-2.9;253;95
2000;1;24;10;-2.9;375;105
2000;1;24;11;-2.8;390;93
2000;1;24;12;-3;392;106
2000;1;24;13;-3.9;233;155
2000;1;24;14;-4.1;258;96
2000;1;24;15;-4.7;124;41
2000;1;24;16;-5.8;13;13
2000;1;24;17;-6.5;0;0
2000;1;24;18;-7.2;0;0
2000;1;24;19;-7.5;0;0
2000;1;24;20;-8.2;0;0
2000;1;24;21;-8.9;0;0
2000;1;24;22;-8.6;0;0
2000;1;24;23;-8.2;0;0
2000;1;25;0;-8.1;1;0
2000;1;25;1;-8.1;0;0
2000;1;25;2;-8.2;0;0
2000;1;25;3;-8.2;0;0
2000;1;25;4;-8.4;0;0
2000;1;25;5;-8.4;0;0
2000;1;25;6;-8.3;0;0
2000;1;25;7;-8.3;4;4
2000;1;25;8;-7.8;42;42
2000;1;25;9;-7.4;102;101
2000;1;25;10;-7;153;140
2000;1;25;11;-6.8;182;179
2000;1;25;12;-6.5;214;178
2000;1;25;13;-6;295;145
2000;1;25;14;-5.6;233;70
2000;1;25;15;-6.2;111;52
2000;1;25;16;-7.1;12;12
2000;1;25;17;-7.7;0;0
2000;1;25;18;-8.9;0;0
2000;1;25;19;-10.7;0;0
2000;1;25;20;-11;0;0
2000;1;25;21;-9.3;0;0
2000;1;25;22;-8.8;1;0
2000;1;25;23;-8.6;0;0
2000;1;26;0;-10.1;0;0
2000;1;26;1;-11.7;0;0
2000;1;26;2;-12.4;0;0
2000;1;26;3;-12.8;0;0
2000;1;26;4;-13;0;0
2000;1;26;5;-13.1;0;0
2000;1;26;6;-13.2;0;0
2000;1;26;7;-12.8;11;11
2000;1;26;8;-12;97;97
2000;1;26;9;-10.1;233;63
2000;1;26;10;-8.4;342;67
2000;1;26;11;-7.6;381;99
2000;1;26;12;-6;404;76
2000;1;26;13;-5.3;356;62
2000;1;26;14;-4.7;255;58
2000;1;26;15;-4.6;124;44
2000;1;26;16;-5.9;16;16
2000;1;26;17;-7.6;0;0
2000;1;26;18;-8.7;1;0
2000;1;26;19;-9.6;0;0
2000;1;26;20;-10.2;0;0
2000;1;26;21;-10.5;0;0
2000;1;26;22;-10.6;0;0
2000;1;26;23;-11.1;0;0
2000;1;27;0;-11.3;0;0
2000;1;27;1;-11.3;0;0
2000;1;27;2;-11.5;0;0
2000;1;27;3;-10.8;2;0
2000;1;27;4;-9;2;0
2000;1;27;5;-9.2;0;0
2000;1;27;6;-8.8;2;0
2000;1;27;7;-8.5;8;8
2000;1;27;8;-8;50;50
2000;1;27;9;-8;137;117
2000;1;27;10;-7.5;334;133
2000;1;27;11;-6.2;464;146
2000;1;27;12;-5;448;123
2000;1;27;13;-4.5;374;92
2000;1;27;14;-4;261;65
2000;1;27;15;-3.9;123;51
2000;1;27;16;-5.1;19;19
2000;1;27;17;-6.5;0;0
2000;1;27;18;-7.6;0;0
2000;1;27;19;-8.2;0;0
2000;1;27;20;-8.6;2;0
2000;1;27;21;-8.9;0;0
2000;1;27;22;-9.3;1;0
2000;1;27;23;-8.8;1;0
2000;1;28;0;-8.9;0;0
2000;1;28;1;-8.9;1;0
2000;1;28;2;-9.4;2;0
2000;1;28;3;-9.5;0;0
2000;1;28;4;-9.4;0;0
2000;1;28;5;-10;0;0
2000;1;28;6;-9.9;0;0
2000;1;28;7;-9.6;12;12
2000;1;28;8;-8.7;80;80
2000;1;28;9;-6.9;239;113
2000;1;28;10;-4.6;362;128
2000;1;28;11;-2.7;280;183
2000;1;28;12;-1.7;179;173
2000;1;28;13;-0.6;105;105
2000;1;28;14;-0.3;114;113
2000;1;28;15;-0.2;56;56
2000;1;28;16;-0.2;10;10
2000;1;28;17;-0.3;1;0
2000;1;28;18;-0.4;1;0
2000;1;28;19;-0.4;1;0
2000;1;28;20;-0.7;1;0
2000;1;28;21;-2.4;0;0
2000;1;28;22;-2.8;0;0
2000;1;28;23;-3.2;0;0
2000;1;29;0;-3.8;0;0
2000;1;29;1;-3.5;1;0
2000;1;29;2;-2.7;1;0
2000;1;29;3;-2.2;1;0
2000;1;29;4;-1.1;0;0
2000;1;29;5;-1.1;1;0
2000;1;29;6;-1.1;0;0
2000;1;29;7;-0.9;12;12
2000;1;29;8;1;61;61
2000;1;29;9;4.9;50;50
2000;1;29;10;6;139;136
2000;1;29;11;6.1;87;87
2000;1;29;12;5;73;73
2000;1;29;13;4.5;57;57
2000;1;29;14;4.1;49;49
2000;1;29;15;4.4;20;20
2000;1;29;16;4.1;4;4
2000;1;29;17;4.4;0;0
2000;1;29;18;6.7;0;0
2000;1;29;19;7.6;0;0
2000;1;29;20;8.3;1;0
2000;1;29;21;7.9;0;0
2000;1;29;22;7.8;0;0
2000;1;29;23;7.8;0;0
2000;1;30;0;7.7;0;0
2000;1;30;1;7.8;0;0
2000;1;30;2;7.9;0;0
2000;1;30;3;7.7;0;0
2000;1;30;4;7.8;0;0
2000;1;30;5;8;0;0
2000;1;30;6;7.9;0;0
2000;1;30;7;7.6;2;0
2000;1;30;8;7.6;17;17
2000;1;30;9;7.6;41;41
2000;1;30;10;7.6;60;60
2000;1;30;11;7.6;100;100
2000;1;30;12;7.9;124;124
2000;1;30;13;8.1;80;80
2000;1;30;14;8.3;101;101
2000;1;30;15;8.5;52;52
2000;1;30;16;8.5;8;8
2000;1;30;17;9;1;0
2000;1;30;18;9.1;2;0
2000;1;30;19;8.8;0;0
2000;1;30;20;8.4;2;0
2000;1;30;21;8;2;0
2000;1;30;22;7.9;2;0
2000;1;30;23;7.8;1;0
2000;1;31;0;7.4;0;0
2000;1;31;1;7;0;0
2000;1;31;2;6.7;1;0
2000;1;31;3;6.3;0;0
2000;1;31;4;5.9;0;0
2000;1;31;5;5.4;0;0
2000;1;31;6;4.5;0;0
2000;1;31;7;3;20;20
2000;1;31;8;2.7;67;67
2000;1;31;9;4.1;184;114
2000;1;31;10;6.6;331;123
2000;1;31;11;8.8;402;96
2000;1;31;12;10.6;443;168
2000;1;31;13;10.8;236;167
2000;1;31;14;10.8;178;142
2000;1;31;15;10.7;121;64
2000;1;31;16;8.2;13;13
2000;1;31;17;6.5;0;0
2000;1;31;18;5.4;2;0
2000;1;31;19;4.2;0;0
2000;1;31;20;3.2;0;0
2000;1;31;21;1.7;0;0
2000;1;31;22;0.4;0;0
2000;1;31;23;-1.2;0;0
1992;2;1;0;-2.8;0;0
1992;2;1;1;-4.4;0;0
1992;2;1;2;-5.7;0;0
1992;2;1;3;-6.9;0;0
1992;2;1;4;-7.9;1;0
1992;2;1;5;-8.3;0;0
1992;2;1;6;-8.7;0;0
1992;2;1;7;-8.6;11;11
1992;2;1;8;-8.5;88;88
1992;2;1;9;-6.9;234;109
1992;2;1;10;-4.6;319;159
1992;2;1;11;-1.3;376;136
1992;2;1;12;1.1;442;112
1992;2;1;13;3;355;100
1992;2;1;14;4.5;259;74
1992;2;1;15;4.5;138;55
1992;2;1;16;1.7;30;30
1992;2;1;17;-1.1;0;0
1992;2;1;18;-2.4;0;0
1992;2;1;19;-2.9;0;0
1992;2;1;20;-3.3;0;0
1992;2;1;21;-3.9;0;0
1992;2;1;22;-4.1;0;0
1992;2;1;23;-4.3;0;0
1992;2;2;0;-4.8;0;0
1992;2;2;1;-5.2;0;0
1992;2;2;2;-5.4;0;0
1992;2;2;3;-5.8;0;0
1992;2;2;4;-6.1;0;0
1992;2;2;5;-6.5;1;0
1992;2;2;6;-6.8;0;0
1992;2;2;7;-6.9;18;18
1992;2;2;8;-6.2;104;104
1992;2;2;9;-4.1;247;103
1992;2;2;10;-1.6;328;158
1992;2;2;11;0;394;123
1992;2;2;12;1.1;435;115
1992;2;2;13;2.5;325;159
1992;2;2;14;3.1;245;112
1992;2;2;15;2.4;109;85
1992;2;2;16;0.4;30;30
1992;2;2;17;-1.1;0;0
1992;2;2;18;-2.6;0;0
1992;2;2;19;-3.2;0;0
1992;2;2;20;-3.4;0;0
1992;2;2;21;-4.2;0;0
1992;2;2;22;-4.6;1;0
1992;2;2;23;-5.1;0;0
1992;2;3;0;-5.4;2;0
1992;2;3;1;-5.8;0;0
1992;2;3;2;-6.1;0;0
1992;2;3;3;-6;0;0
1992;2;3;4;-6;0;0
1992;2;3;5;-5.6;0;0
1992;2;3;6;-5.5;0;0
1992;2;3;7;-6.3;18;18
1992;2;3;8;-4.3;118;118
1992;2;3;9;-1.6;231;125
1992;2;3;10;0.5;316;163
1992;2;3;11;1.4;146;146
1992;2;3;12;2.2;109;109
1992;2;3;13;3.2;85;85
1992;2;3;14;5.4;73;73
1992;2;3;15;5.6;41;41
1992;2;3;16;5.5;12;12
1992;2;3;17;5.9;3;0
